latitude,longitude,num_bikes,station_name
42.860237307379336,13.577384948730469,5,Federici
42.854606140773434,13.56661319732666,6,Romana
42.853630858634304,13.575539588928223,43,Roma
42.85309601995448,13.57935905456543,11,De Gasperi
42.86234493039719,13.720207214355469,11,Stazione
